,FileName,Guidewire_Segmentation
75,guide_wire_0075_ultrasound.png,guide_wire_0075_segmentation.png
76,guide_wire_0076_ultrasound.png,guide_wire_0076_segmentation.png
77,guide_wire_0077_ultrasound.png,guide_wire_0077_segmentation.png
78,guide_wire_0078_ultrasound.png,guide_wire_0078_segmentation.png
79,guide_wire_0079_ultrasound.png,guide_wire_0079_segmentation.png
80,guide_wire_0080_ultrasound.png,guide_wire_0080_segmentation.png
81,guide_wire_0081_ultrasound.png,guide_wire_0081_segmentation.png
82,guide_wire_0082_ultrasound.png,guide_wire_0082_segmentation.png
83,guide_wire_0083_ultrasound.png,guide_wire_0083_segmentation.png
84,guide_wire_0084_ultrasound.png,guide_wire_0084_segmentation.png
85,guide_wire_0085_ultrasound.png,guide_wire_0085_segmentation.png
86,guide_wire_0086_ultrasound.png,guide_wire_0086_segmentation.png
87,guide_wire_0087_ultrasound.png,guide_wire_0087_segmentation.png
88,guide_wire_0088_ultrasound.png,guide_wire_0088_segmentation.png
89,guide_wire_0089_ultrasound.png,guide_wire_0089_segmentation.png
90,guide_wire_0090_ultrasound.png,guide_wire_0090_segmentation.png
91,guide_wire_0091_ultrasound.png,guide_wire_0091_segmentation.png
92,guide_wire_0092_ultrasound.png,guide_wire_0092_segmentation.png
93,guide_wire_0093_ultrasound.png,guide_wire_0093_segmentation.png
94,guide_wire_0094_ultrasound.png,guide_wire_0094_segmentation.png
95,guide_wire_0095_ultrasound.png,guide_wire_0095_segmentation.png
96,guide_wire_0096_ultrasound.png,guide_wire_0096_segmentation.png
97,guide_wire_0097_ultrasound.png,guide_wire_0097_segmentation.png
98,guide_wire_0098_ultrasound.png,guide_wire_0098_segmentation.png
99,guide_wire_0099_ultrasound.png,guide_wire_0099_segmentation.png
100,guide_wire_0100_ultrasound.png,guide_wire_0100_segmentation.png
101,guide_wire_0101_ultrasound.png,guide_wire_0101_segmentation.png
102,guide_wire_0102_ultrasound.png,guide_wire_0102_segmentation.png
103,guide_wire_0103_ultrasound.png,guide_wire_0103_segmentation.png
104,guide_wire_0104_ultrasound.png,guide_wire_0104_segmentation.png
105,guide_wire_0105_ultrasound.png,guide_wire_0105_segmentation.png
106,guide_wire_0106_ultrasound.png,guide_wire_0106_segmentation.png
107,guide_wire_0107_ultrasound.png,guide_wire_0107_segmentation.png
108,guide_wire_0108_ultrasound.png,guide_wire_0108_segmentation.png
109,guide_wire_0109_ultrasound.png,guide_wire_0109_segmentation.png
110,guide_wire_0110_ultrasound.png,guide_wire_0110_segmentation.png
111,guide_wire_0111_ultrasound.png,guide_wire_0111_segmentation.png
112,guide_wire_0112_ultrasound.png,guide_wire_0112_segmentation.png
113,guide_wire_0113_ultrasound.png,guide_wire_0113_segmentation.png
114,guide_wire_0114_ultrasound.png,guide_wire_0114_segmentation.png
115,guide_wire_0115_ultrasound.png,guide_wire_0115_segmentation.png
116,guide_wire_0116_ultrasound.png,guide_wire_0116_segmentation.png
117,guide_wire_0117_ultrasound.png,guide_wire_0117_segmentation.png
118,guide_wire_0118_ultrasound.png,guide_wire_0118_segmentation.png
119,guide_wire_0119_ultrasound.png,guide_wire_0119_segmentation.png
120,guide_wire_0120_ultrasound.png,guide_wire_0120_segmentation.png
121,guide_wire_0121_ultrasound.png,guide_wire_0121_segmentation.png
122,guide_wire_0122_ultrasound.png,guide_wire_0122_segmentation.png
123,guide_wire_0123_ultrasound.png,guide_wire_0123_segmentation.png
124,guide_wire_0124_ultrasound.png,guide_wire_0124_segmentation.png
125,guide_wire_0125_ultrasound.png,guide_wire_0125_segmentation.png
126,guide_wire_0126_ultrasound.png,guide_wire_0126_segmentation.png
127,guide_wire_0127_ultrasound.png,guide_wire_0127_segmentation.png
128,guide_wire_0128_ultrasound.png,guide_wire_0128_segmentation.png
129,guide_wire_0129_ultrasound.png,guide_wire_0129_segmentation.png
130,guide_wire_0130_ultrasound.png,guide_wire_0130_segmentation.png
131,guide_wire_0131_ultrasound.png,guide_wire_0131_segmentation.png
132,guide_wire_0132_ultrasound.png,guide_wire_0132_segmentation.png
133,guide_wire_0133_ultrasound.png,guide_wire_0133_segmentation.png
134,guide_wire_0134_ultrasound.png,guide_wire_0134_segmentation.png
135,guide_wire_0135_ultrasound.png,guide_wire_0135_segmentation.png
136,guide_wire_0136_ultrasound.png,guide_wire_0136_segmentation.png
137,guide_wire_0137_ultrasound.png,guide_wire_0137_segmentation.png
138,guide_wire_0138_ultrasound.png,guide_wire_0138_segmentation.png
139,guide_wire_0139_ultrasound.png,guide_wire_0139_segmentation.png
140,guide_wire_0140_ultrasound.png,guide_wire_0140_segmentation.png
141,guide_wire_0141_ultrasound.png,guide_wire_0141_segmentation.png
142,guide_wire_0142_ultrasound.png,guide_wire_0142_segmentation.png
143,guide_wire_0143_ultrasound.png,guide_wire_0143_segmentation.png
144,guide_wire_0144_ultrasound.png,guide_wire_0144_segmentation.png
145,guide_wire_0145_ultrasound.png,guide_wire_0145_segmentation.png
146,guide_wire_0146_ultrasound.png,guide_wire_0146_segmentation.png
147,guide_wire_0147_ultrasound.png,guide_wire_0147_segmentation.png
148,guide_wire_0148_ultrasound.png,guide_wire_0148_segmentation.png
149,guide_wire_0149_ultrasound.png,guide_wire_0149_segmentation.png
150,guide_wire_0150_ultrasound.png,guide_wire_0150_segmentation.png
151,guide_wire_0151_ultrasound.png,guide_wire_0151_segmentation.png
152,guide_wire_0152_ultrasound.png,guide_wire_0152_segmentation.png
153,guide_wire_0153_ultrasound.png,guide_wire_0153_segmentation.png
154,guide_wire_0154_ultrasound.png,guide_wire_0154_segmentation.png
155,guide_wire_0155_ultrasound.png,guide_wire_0155_segmentation.png
156,guide_wire_0156_ultrasound.png,guide_wire_0156_segmentation.png
157,guide_wire_0157_ultrasound.png,guide_wire_0157_segmentation.png
158,guide_wire_0158_ultrasound.png,guide_wire_0158_segmentation.png
159,guide_wire_0159_ultrasound.png,guide_wire_0159_segmentation.png
160,guide_wire_0160_ultrasound.png,guide_wire_0160_segmentation.png
161,guide_wire_0161_ultrasound.png,guide_wire_0161_segmentation.png
162,guide_wire_0162_ultrasound.png,guide_wire_0162_segmentation.png
163,guide_wire_0163_ultrasound.png,guide_wire_0163_segmentation.png
164,guide_wire_0164_ultrasound.png,guide_wire_0164_segmentation.png
165,guide_wire_0165_ultrasound.png,guide_wire_0165_segmentation.png
166,guide_wire_0166_ultrasound.png,guide_wire_0166_segmentation.png
167,guide_wire_0167_ultrasound.png,guide_wire_0167_segmentation.png
168,guide_wire_0168_ultrasound.png,guide_wire_0168_segmentation.png
169,guide_wire_0169_ultrasound.png,guide_wire_0169_segmentation.png
170,guide_wire_0170_ultrasound.png,guide_wire_0170_segmentation.png
171,guide_wire_0171_ultrasound.png,guide_wire_0171_segmentation.png
172,guide_wire_0172_ultrasound.png,guide_wire_0172_segmentation.png
173,guide_wire_0173_ultrasound.png,guide_wire_0173_segmentation.png
174,guide_wire_0174_ultrasound.png,guide_wire_0174_segmentation.png
175,guide_wire_0175_ultrasound.png,guide_wire_0175_segmentation.png
176,guide_wire_0176_ultrasound.png,guide_wire_0176_segmentation.png
177,guide_wire_0177_ultrasound.png,guide_wire_0177_segmentation.png
178,guide_wire_0178_ultrasound.png,guide_wire_0178_segmentation.png
179,guide_wire_0179_ultrasound.png,guide_wire_0179_segmentation.png
180,guide_wire_0180_ultrasound.png,guide_wire_0180_segmentation.png
181,guide_wire_0181_ultrasound.png,guide_wire_0181_segmentation.png
182,guide_wire_0182_ultrasound.png,guide_wire_0182_segmentation.png
183,guide_wire_0183_ultrasound.png,guide_wire_0183_segmentation.png
184,guide_wire_0184_ultrasound.png,guide_wire_0184_segmentation.png
185,guide_wire_0185_ultrasound.png,guide_wire_0185_segmentation.png
186,guide_wire_0186_ultrasound.png,guide_wire_0186_segmentation.png
187,guide_wire_0187_ultrasound.png,guide_wire_0187_segmentation.png
188,guide_wire_0188_ultrasound.png,guide_wire_0188_segmentation.png
189,guide_wire_0189_ultrasound.png,guide_wire_0189_segmentation.png
190,guide_wire_0190_ultrasound.png,guide_wire_0190_segmentation.png
191,guide_wire_0191_ultrasound.png,guide_wire_0191_segmentation.png
192,guide_wire_0192_ultrasound.png,guide_wire_0192_segmentation.png
193,guide_wire_0193_ultrasound.png,guide_wire_0193_segmentation.png
194,guide_wire_0194_ultrasound.png,guide_wire_0194_segmentation.png
195,guide_wire_0195_ultrasound.png,guide_wire_0195_segmentation.png
196,guide_wire_0196_ultrasound.png,guide_wire_0196_segmentation.png
197,guide_wire_0197_ultrasound.png,guide_wire_0197_segmentation.png
198,guide_wire_0198_ultrasound.png,guide_wire_0198_segmentation.png
199,guide_wire_0199_ultrasound.png,guide_wire_0199_segmentation.png
200,guide_wire_0200_ultrasound.png,guide_wire_0200_segmentation.png
201,guide_wire_0201_ultrasound.png,guide_wire_0201_segmentation.png
202,guide_wire_0202_ultrasound.png,guide_wire_0202_segmentation.png
203,guide_wire_0203_ultrasound.png,guide_wire_0203_segmentation.png
204,guide_wire_0204_ultrasound.png,guide_wire_0204_segmentation.png
205,guide_wire_0205_ultrasound.png,guide_wire_0205_segmentation.png
206,guide_wire_0206_ultrasound.png,guide_wire_0206_segmentation.png
207,guide_wire_0207_ultrasound.png,guide_wire_0207_segmentation.png
208,guide_wire_0208_ultrasound.png,guide_wire_0208_segmentation.png
209,guide_wire_0209_ultrasound.png,guide_wire_0209_segmentation.png
210,guide_wire_0210_ultrasound.png,guide_wire_0210_segmentation.png
211,guide_wire_0211_ultrasound.png,guide_wire_0211_segmentation.png
212,guide_wire_0212_ultrasound.png,guide_wire_0212_segmentation.png
213,guide_wire_0213_ultrasound.png,guide_wire_0213_segmentation.png
214,guide_wire_0214_ultrasound.png,guide_wire_0214_segmentation.png
215,guide_wire_0215_ultrasound.png,guide_wire_0215_segmentation.png
216,guide_wire_0216_ultrasound.png,guide_wire_0216_segmentation.png
217,guide_wire_0217_ultrasound.png,guide_wire_0217_segmentation.png
218,guide_wire_0218_ultrasound.png,guide_wire_0218_segmentation.png
219,guide_wire_0219_ultrasound.png,guide_wire_0219_segmentation.png
220,guide_wire_0220_ultrasound.png,guide_wire_0220_segmentation.png
221,guide_wire_0221_ultrasound.png,guide_wire_0221_segmentation.png
222,guide_wire_0222_ultrasound.png,guide_wire_0222_segmentation.png
223,guide_wire_0223_ultrasound.png,guide_wire_0223_segmentation.png
224,guide_wire_0224_ultrasound.png,guide_wire_0224_segmentation.png
225,guide_wire_0225_ultrasound.png,guide_wire_0225_segmentation.png
226,guide_wire_0226_ultrasound.png,guide_wire_0226_segmentation.png
227,guide_wire_0227_ultrasound.png,guide_wire_0227_segmentation.png
228,guide_wire_0228_ultrasound.png,guide_wire_0228_segmentation.png
229,guide_wire_0229_ultrasound.png,guide_wire_0229_segmentation.png
230,guide_wire_0230_ultrasound.png,guide_wire_0230_segmentation.png
231,guide_wire_0231_ultrasound.png,guide_wire_0231_segmentation.png
232,guide_wire_0232_ultrasound.png,guide_wire_0232_segmentation.png
233,guide_wire_0233_ultrasound.png,guide_wire_0233_segmentation.png
234,guide_wire_0234_ultrasound.png,guide_wire_0234_segmentation.png
235,guide_wire_0235_ultrasound.png,guide_wire_0235_segmentation.png
236,guide_wire_0236_ultrasound.png,guide_wire_0236_segmentation.png
237,guide_wire_0237_ultrasound.png,guide_wire_0237_segmentation.png
238,guide_wire_0238_ultrasound.png,guide_wire_0238_segmentation.png
239,guide_wire_0239_ultrasound.png,guide_wire_0239_segmentation.png
240,guide_wire_0240_ultrasound.png,guide_wire_0240_segmentation.png
241,guide_wire_0241_ultrasound.png,guide_wire_0241_segmentation.png
242,guide_wire_0242_ultrasound.png,guide_wire_0242_segmentation.png
243,guide_wire_0243_ultrasound.png,guide_wire_0243_segmentation.png
244,guide_wire_0244_ultrasound.png,guide_wire_0244_segmentation.png
245,guide_wire_0245_ultrasound.png,guide_wire_0245_segmentation.png
246,guide_wire_0246_ultrasound.png,guide_wire_0246_segmentation.png
247,guide_wire_0247_ultrasound.png,guide_wire_0247_segmentation.png
248,guide_wire_0248_ultrasound.png,guide_wire_0248_segmentation.png
249,guide_wire_0249_ultrasound.png,guide_wire_0249_segmentation.png
250,guide_wire_0250_ultrasound.png,guide_wire_0250_segmentation.png
251,guide_wire_0251_ultrasound.png,guide_wire_0251_segmentation.png
252,guide_wire_0252_ultrasound.png,guide_wire_0252_segmentation.png
253,guide_wire_0253_ultrasound.png,guide_wire_0253_segmentation.png
254,guide_wire_0254_ultrasound.png,guide_wire_0254_segmentation.png
255,guide_wire_0255_ultrasound.png,guide_wire_0255_segmentation.png
256,guide_wire_0256_ultrasound.png,guide_wire_0256_segmentation.png
257,guide_wire_0257_ultrasound.png,guide_wire_0257_segmentation.png
258,guide_wire_0258_ultrasound.png,guide_wire_0258_segmentation.png
259,guide_wire_0259_ultrasound.png,guide_wire_0259_segmentation.png
260,guide_wire_0260_ultrasound.png,guide_wire_0260_segmentation.png
261,guide_wire_0261_ultrasound.png,guide_wire_0261_segmentation.png
262,guide_wire_0262_ultrasound.png,guide_wire_0262_segmentation.png
263,guide_wire_0263_ultrasound.png,guide_wire_0263_segmentation.png
264,guide_wire_0264_ultrasound.png,guide_wire_0264_segmentation.png
265,guide_wire_0265_ultrasound.png,guide_wire_0265_segmentation.png
266,guide_wire_0266_ultrasound.png,guide_wire_0266_segmentation.png
267,guide_wire_0267_ultrasound.png,guide_wire_0267_segmentation.png
268,guide_wire_0268_ultrasound.png,guide_wire_0268_segmentation.png
269,guide_wire_0269_ultrasound.png,guide_wire_0269_segmentation.png
270,guide_wire_0270_ultrasound.png,guide_wire_0270_segmentation.png
271,guide_wire_0271_ultrasound.png,guide_wire_0271_segmentation.png
272,guide_wire_0272_ultrasound.png,guide_wire_0272_segmentation.png
273,guide_wire_0273_ultrasound.png,guide_wire_0273_segmentation.png
274,guide_wire_0274_ultrasound.png,guide_wire_0274_segmentation.png
275,guide_wire_0275_ultrasound.png,guide_wire_0275_segmentation.png
276,guide_wire_0276_ultrasound.png,guide_wire_0276_segmentation.png
277,guide_wire_0277_ultrasound.png,guide_wire_0277_segmentation.png
278,guide_wire_0278_ultrasound.png,guide_wire_0278_segmentation.png
279,guide_wire_0279_ultrasound.png,guide_wire_0279_segmentation.png
280,guide_wire_0280_ultrasound.png,guide_wire_0280_segmentation.png
281,guide_wire_0281_ultrasound.png,guide_wire_0281_segmentation.png
282,guide_wire_0282_ultrasound.png,guide_wire_0282_segmentation.png
283,guide_wire_0283_ultrasound.png,guide_wire_0283_segmentation.png
284,guide_wire_0284_ultrasound.png,guide_wire_0284_segmentation.png
285,guide_wire_0285_ultrasound.png,guide_wire_0285_segmentation.png
286,guide_wire_0286_ultrasound.png,guide_wire_0286_segmentation.png
287,guide_wire_0287_ultrasound.png,guide_wire_0287_segmentation.png
288,guide_wire_0288_ultrasound.png,guide_wire_0288_segmentation.png
289,guide_wire_0289_ultrasound.png,guide_wire_0289_segmentation.png
290,guide_wire_0290_ultrasound.png,guide_wire_0290_segmentation.png
291,guide_wire_0291_ultrasound.png,guide_wire_0291_segmentation.png
292,guide_wire_0292_ultrasound.png,guide_wire_0292_segmentation.png
293,guide_wire_0293_ultrasound.png,guide_wire_0293_segmentation.png
294,guide_wire_0294_ultrasound.png,guide_wire_0294_segmentation.png
295,guide_wire_0295_ultrasound.png,guide_wire_0295_segmentation.png
296,guide_wire_0296_ultrasound.png,guide_wire_0296_segmentation.png
297,guide_wire_0297_ultrasound.png,guide_wire_0297_segmentation.png
298,guide_wire_0298_ultrasound.png,guide_wire_0298_segmentation.png
299,guide_wire_0299_ultrasound.png,guide_wire_0299_segmentation.png
300,guide_wire_0300_ultrasound.png,guide_wire_0300_segmentation.png
301,guide_wire_0301_ultrasound.png,guide_wire_0301_segmentation.png
302,guide_wire_0302_ultrasound.png,guide_wire_0302_segmentation.png
303,guide_wire_0303_ultrasound.png,guide_wire_0303_segmentation.png
304,guide_wire_0304_ultrasound.png,guide_wire_0304_segmentation.png
305,guide_wire_0305_ultrasound.png,guide_wire_0305_segmentation.png
306,guide_wire_0306_ultrasound.png,guide_wire_0306_segmentation.png
307,guide_wire_0307_ultrasound.png,guide_wire_0307_segmentation.png
308,guide_wire_0308_ultrasound.png,guide_wire_0308_segmentation.png
309,guide_wire_0309_ultrasound.png,guide_wire_0309_segmentation.png
310,guide_wire_0310_ultrasound.png,guide_wire_0310_segmentation.png
311,guide_wire_0311_ultrasound.png,guide_wire_0311_segmentation.png
312,guide_wire_0312_ultrasound.png,guide_wire_0312_segmentation.png
313,guide_wire_0313_ultrasound.png,guide_wire_0313_segmentation.png
314,guide_wire_0314_ultrasound.png,guide_wire_0314_segmentation.png
315,guide_wire_0315_ultrasound.png,guide_wire_0315_segmentation.png
316,guide_wire_0316_ultrasound.png,guide_wire_0316_segmentation.png
317,guide_wire_0317_ultrasound.png,guide_wire_0317_segmentation.png
318,guide_wire_0318_ultrasound.png,guide_wire_0318_segmentation.png
319,guide_wire_0319_ultrasound.png,guide_wire_0319_segmentation.png
320,guide_wire_0320_ultrasound.png,guide_wire_0320_segmentation.png
321,guide_wire_0321_ultrasound.png,guide_wire_0321_segmentation.png
322,guide_wire_0322_ultrasound.png,guide_wire_0322_segmentation.png
323,guide_wire_0323_ultrasound.png,guide_wire_0323_segmentation.png
324,guide_wire_0324_ultrasound.png,guide_wire_0324_segmentation.png
325,guide_wire_0325_ultrasound.png,guide_wire_0325_segmentation.png
326,guide_wire_0326_ultrasound.png,guide_wire_0326_segmentation.png
327,guide_wire_0327_ultrasound.png,guide_wire_0327_segmentation.png
328,guide_wire_0328_ultrasound.png,guide_wire_0328_segmentation.png
329,guide_wire_0329_ultrasound.png,guide_wire_0329_segmentation.png
330,guide_wire_0330_ultrasound.png,guide_wire_0330_segmentation.png
331,guide_wire_0331_ultrasound.png,guide_wire_0331_segmentation.png
332,guide_wire_0332_ultrasound.png,guide_wire_0332_segmentation.png
333,guide_wire_0333_ultrasound.png,guide_wire_0333_segmentation.png
334,guide_wire_0334_ultrasound.png,guide_wire_0334_segmentation.png
335,guide_wire_0335_ultrasound.png,guide_wire_0335_segmentation.png
336,guide_wire_0336_ultrasound.png,guide_wire_0336_segmentation.png
337,guide_wire_0337_ultrasound.png,guide_wire_0337_segmentation.png
338,guide_wire_0338_ultrasound.png,guide_wire_0338_segmentation.png
339,guide_wire_0339_ultrasound.png,guide_wire_0339_segmentation.png
340,guide_wire_0340_ultrasound.png,guide_wire_0340_segmentation.png
341,guide_wire_0341_ultrasound.png,guide_wire_0341_segmentation.png
342,guide_wire_0342_ultrasound.png,guide_wire_0342_segmentation.png
343,guide_wire_0343_ultrasound.png,guide_wire_0343_segmentation.png
344,guide_wire_0344_ultrasound.png,guide_wire_0344_segmentation.png
345,guide_wire_0345_ultrasound.png,guide_wire_0345_segmentation.png
346,guide_wire_0346_ultrasound.png,guide_wire_0346_segmentation.png
347,guide_wire_0347_ultrasound.png,guide_wire_0347_segmentation.png
348,guide_wire_0348_ultrasound.png,guide_wire_0348_segmentation.png
349,guide_wire_0349_ultrasound.png,guide_wire_0349_segmentation.png
350,guide_wire_0350_ultrasound.png,guide_wire_0350_segmentation.png
351,guide_wire_0351_ultrasound.png,guide_wire_0351_segmentation.png
352,guide_wire_0352_ultrasound.png,guide_wire_0352_segmentation.png
353,guide_wire_0353_ultrasound.png,guide_wire_0353_segmentation.png
354,guide_wire_0354_ultrasound.png,guide_wire_0354_segmentation.png
355,guide_wire_0355_ultrasound.png,guide_wire_0355_segmentation.png
356,guide_wire_0356_ultrasound.png,guide_wire_0356_segmentation.png
357,guide_wire_0357_ultrasound.png,guide_wire_0357_segmentation.png
358,guide_wire_0358_ultrasound.png,guide_wire_0358_segmentation.png
359,guide_wire_0359_ultrasound.png,guide_wire_0359_segmentation.png
360,guide_wire_0360_ultrasound.png,guide_wire_0360_segmentation.png
361,guide_wire_0361_ultrasound.png,guide_wire_0361_segmentation.png
362,guide_wire_0362_ultrasound.png,guide_wire_0362_segmentation.png
363,guide_wire_0363_ultrasound.png,guide_wire_0363_segmentation.png
364,guide_wire_0364_ultrasound.png,guide_wire_0364_segmentation.png
365,guide_wire_0365_ultrasound.png,guide_wire_0365_segmentation.png
366,guide_wire_0366_ultrasound.png,guide_wire_0366_segmentation.png
367,guide_wire_0367_ultrasound.png,guide_wire_0367_segmentation.png
368,guide_wire_0368_ultrasound.png,guide_wire_0368_segmentation.png
369,guide_wire_0369_ultrasound.png,guide_wire_0369_segmentation.png
370,guide_wire_0370_ultrasound.png,guide_wire_0370_segmentation.png
371,guide_wire_0371_ultrasound.png,guide_wire_0371_segmentation.png
372,guide_wire_0372_ultrasound.png,guide_wire_0372_segmentation.png
373,guide_wire_0373_ultrasound.png,guide_wire_0373_segmentation.png
374,guide_wire_0374_ultrasound.png,guide_wire_0374_segmentation.png
375,guide_wire_0375_ultrasound.png,guide_wire_0375_segmentation.png
376,guide_wire_0376_ultrasound.png,guide_wire_0376_segmentation.png
377,guide_wire_0377_ultrasound.png,guide_wire_0377_segmentation.png
378,guide_wire_0378_ultrasound.png,guide_wire_0378_segmentation.png
379,guide_wire_0379_ultrasound.png,guide_wire_0379_segmentation.png
380,guide_wire_0380_ultrasound.png,guide_wire_0380_segmentation.png
381,guide_wire_0381_ultrasound.png,guide_wire_0381_segmentation.png
382,guide_wire_0382_ultrasound.png,guide_wire_0382_segmentation.png
383,guide_wire_0383_ultrasound.png,guide_wire_0383_segmentation.png
384,guide_wire_0384_ultrasound.png,guide_wire_0384_segmentation.png
385,guide_wire_0385_ultrasound.png,guide_wire_0385_segmentation.png
386,guide_wire_0386_ultrasound.png,guide_wire_0386_segmentation.png
387,guide_wire_0387_ultrasound.png,guide_wire_0387_segmentation.png
388,guide_wire_0388_ultrasound.png,guide_wire_0388_segmentation.png
389,guide_wire_0389_ultrasound.png,guide_wire_0389_segmentation.png
390,guide_wire_0390_ultrasound.png,guide_wire_0390_segmentation.png
391,guide_wire_0391_ultrasound.png,guide_wire_0391_segmentation.png
392,guide_wire_0392_ultrasound.png,guide_wire_0392_segmentation.png
393,guide_wire_0393_ultrasound.png,guide_wire_0393_segmentation.png
394,guide_wire_0394_ultrasound.png,guide_wire_0394_segmentation.png
395,guide_wire_0395_ultrasound.png,guide_wire_0395_segmentation.png
396,guide_wire_0396_ultrasound.png,guide_wire_0396_segmentation.png
397,guide_wire_0397_ultrasound.png,guide_wire_0397_segmentation.png
398,guide_wire_0398_ultrasound.png,guide_wire_0398_segmentation.png
